模型名称：数据导出
合约名称：PTA1309 
测试时间：2007-02-26 -- 2013-04-18
测试周期：日线
测试模式：实战模式
开仓时使用的资金比率：100%
最大开仓手数：1000
保证金比率：8%
单位：5吨/手
手续费：0圆/手
----------------------------------
  测试天数：		2243		  测试周期数：	1444
  指令总数：		1444		  平均交易周期：1
  初始资金：		2147483647		  最终权益：	2147452928
  总收益率(盈利/初始资金)：	-0.00%	  盈利：	-30719.00
  扣除最大盈利后收益率：	-0.00%
  扣除最大亏损后收益率：	-0.00%

  可靠性(胜率)：	50.97%		  成交额：	119566968
  期望收益(平均R乘数)：	0.00R		  总手续费：	0

  总交易次数：		1444		
  盈利次数比例：	49.24%		  亏损次数比例：	48.96%
  平均利润率：		-0.00%		  平均每次盈利：	-21
  标准离差率：		-3261.2%		  标准离差：		775.10
  多头次数：		722		  空头次数：		721
  多头盈利次数：	368		  空头盈利次数：	343

  盈利次数：		711		  亏损次数：	707
  总盈利：		347750(0.02%)	  总亏损：	-382070(-0.02%)
  平均盈利率：		489(0.00%)	  平均亏损率：	-540(-0.00%)
  最大盈利额：		4900(0.00%)	  最大亏损额：	-8500(-0.00%)
  平均盈利周期：	1		  平均亏损周期：	1
  最大盈利周期：	1		  最大亏损周期：	1
  最大连续盈利次数：	14		  最大连续亏损次数：	9
  最大连续盈利：	14700(0.00%)	  最大连续亏损：	-11020(-0.00%)

  空仓总时间：		0		  最长空仓时间：	0
  空仓时间/总时间：	0.00%


开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20100611	7288	空头	20100617	7350	1	0	-310	-310	2147487488	正常
20100617	7350	多头	20100618	7300	1	0	-250	-250	2147487232	正常
20100618	7300	空头	20100621	7360	1	0	-300	-300	2147486976	正常
20100621	7360	多头	20100622	7440	1	0	400	400	2147487488	正常
20100622	7440	空头	20100623	7410	1	0	150	150	2147487744	正常
20100623	7410	多头	20100624	7366	1	0	-220	-220	2147487488	正常
20100624	7366	空头	20100625	7422	1	0	-280	-280	2147487232	正常
20100625	7422	多头	20100628	7468	1	0	230	230	2147487488	正常
20100628	7468	空头	20100629	7402	1	0	330	330	2147487744	正常
20100629	7402	多头	20100630	7244	1	0	-790	-790	2147486976	正常
20100630	7244	空头	20100701	7234	1	0	50	50	2147486976	正常
20100701	7234	多头	20100702	7120	1	0	-570	-570	2147486464	正常
20100702	7120	空头	20100705	7198	1	0	-390	-390	2147485952	正常
20100705	7198	多头	20100706	7152	1	0	-230	-230	2147485696	正常
20100706	7152	空头	20100707	7180	1	0	-140	-140	2147485440	正常
20100707	7180	多头	20100708	7290	1	0	550	550	2147485952	正常
20100708	7290	空头	20100709	7260	1	0	150	150	2147486208	正常
20100709	7260	多头	20100712	7294	1	0	170	170	2147486464	正常
20100712	7294	空头	20100713	7190	1	0	520	520	2147486976	正常
20100713	7190	多头	20100714	7134	1	0	-280	-280	2147486720	正常
20100714	7134	空头	20100715	7120	1	0	70	70	2147486720	正常
20100715	7120	多头	20100716	6976	1	0	-720	-720	2147485952	正常
20100716	6976	空头	20100719	6920	1	0	280	280	2147486208	正常
20100719	6920	多头	20100720	7040	1	0	600	600	2147486720	正常
20100720	7040	空头	20100721	7118	1	0	-390	-390	2147486208	正常
20100721	7118	多头	20100722	7052	1	0	-330	-330	2147485952	正常
20100722	7052	空头	20100723	7182	1	0	-650	-650	2147485184	正常
20100723	7182	多头	20100726	7194	1	0	60	60	2147485184	正常
20100726	7194	空头	20100727	7266	1	0	-360	-360	2147484928	正常
20100727	7266	多头	20100728	7160	1	0	-530	-530	2147484416	正常
20100728	7160	空头	20100729	7224	1	0	-320	-320	2147484160	正常
20100729	7224	多头	20100730	7202	1	0	-110	-110	2147484160	正常
20100730	7202	空头	20100802	7262	1	0	-300	-300	2147483904	正常
20100802	7262	多头	20100803	7394	1	0	660	660	2147484672	正常
20100803	7394	空头	20100804	7338	1	0	280	280	2147484928	正常
20100804	7338	多头	20100805	7360	1	0	110	110	2147484928	正常
20100805	7360	空头	20100806	7266	1	0	470	470	2147485440	正常
20100806	7266	多头	20100809	7246	1	0	-100	-100	2147485440	正常
20100809	7246	空头	20100810	7312	1	0	-330	-330	2147485184	正常
20100810	7312	多头	20100811	7252	1	0	-300	-300	2147484928	正常
20100811	7252	空头	20100812	7238	1	0	70	70	2147484928	正常
20100812	7238	多头	20100813	7228	1	0	-50	-50	2147484928	正常
20100813	7228	空头	20100816	7274	1	0	-230	-230	2147484672	正常
20100816	7274	多头	20100817	7428	1	0	770	770	2147485440	正常
20100817	7428	空头	20100818	7468	1	0	-200	-200	2147485184	正常
20100818	7468	多头	20100819	7430	1	0	-190	-190	2147484928	正常
20100819	7430	空头	20100820	7432	1	0	-10	-10	2147484928	正常
20100820	7432	多头	20100823	7380	1	0	-260	-260	2147484672	正常
20100823	7380	空头	20100824	7212	1	0	840	840	2147485440	正常
20100824	7212	多头	20100825	7172	1	0	-200	-200	2147485184	正常
20100825	7172	空头	20100826	7358	1	0	-930	-930	2147484160	正常
20100826	7358	多头	20100827	7346	1	0	-60	-60	2147484160	正常
20100827	7346	空头	20100830	7346	1	0	0	0	2147484160	正常
20100830	7346	多头	20100831	7312	1	0	-170	-170	2147483904	正常
20100831	7312	空头	20100901	7348	1	0	-180	-180	2147483648	正常
20100901	7348	多头	20100902	7392	1	0	220	220	2147483904	正常
20100902	7392	空头	20100903	7368	1	0	120	120	2147483904	正常
20100903	7368	多头	20100906	7378	1	0	50	50	2147483904	正常
20100906	7378	空头	20100907	7408	1	0	-150	-150	2147483648	正常
20100907	7408	多头	20100908	7468	1	0	300	300	2147483904	正常
20100908	7468	空头	20100909	7402	1	0	330	330	2147484160	正常
20100909	7402	多头	20100910	7500	1	0	490	490	2147484672	正常
20100910	7500	空头	20100913	7440	1	0	300	300	2147484928	正常
20100913	7440	多头	20100914	7416	1	0	-120	-120	2147484928	正常
20100914	7416	空头	20100915	8414	1	0	-4990	-4990	2147479936	正常
20100915	8414	多头	20100916	8478	1	0	320	320	2147480320	正常
20100916	8478	空头	20100917	8398	1	0	400	400	2147480704	正常
20100917	8398	多头	20100920	8412	1	0	70	70	2147480832	正常
20100920	8412	空头	20100921	8428	1	0	-80	-80	2147480704	正常
20100921	8428	多头	20100927	8598	1	0	850	850	2147481600	正常
20100927	8598	空头	20100928	8612	1	0	-70	-70	2147481472	正常
20100928	8612	多头	20100929	8582	1	0	-150	-150	2147481344	正常
20100929	8582	空头	20100930	8556	1	0	130	130	2147481472	正常
20100930	8556	多头	20101008	8676	1	0	600	600	2147482112	正常
20101008	8676	空头	20101011	8814	1	0	-690	-690	2147481472	正常
20101011	8814	多头	20101012	8704	1	0	-550	-550	2147480960	正常
20101012	8704	空头	20101013	8958	1	0	-1270	-1270	2147479680	正常
20101013	8958	多头	20101014	9000	1	0	210	210	2147479936	正常
20101014	9000	空头	20101015	9018	1	0	-90	-90	2147479808	正常
20101015	9018	多头	20101018	8980	1	0	-190	-190	2147479680	正常
20101018	8980	空头	20101019	9032	1	0	-260	-260	2147479424	正常
20101019	9032	多头	20101020	8860	1	0	-860	-860	2147478528	正常
20101020	8860	空头	20101021	8980	1	0	-600	-600	2147477888	正常
20101021	8980	多头	20101022	8920	1	0	-300	-300	2147477632	正常
20101022	8920	空头	20101025	9032	1	0	-560	-560	2147477120	正常
20101025	9032	多头	20101026	9170	1	0	690	690	2147477760	正常
20101026	9170	空头	20101027	9298	1	0	-640	-640	2147477120	正常
20101027	9298	多头	20101028	9230	1	0	-340	-340	2147476736	正常
20101028	9230	空头	20101029	9200	1	0	150	150	2147476864	正常
20101029	9200	多头	20101101	9224	1	0	120	120	2147476992	正常
20101101	9224	空头	20101102	9440	1	0	-1080	-1080	2147475968	正常
20101102	9440	多头	20101103	9396	1	0	-220	-220	2147475712	正常
20101103	9396	空头	20101104	9446	1	0	-250	-250	2147475456	正常
20101104	9446	多头	20101105	10000	1	0	2770	2770	2147478272	正常
20101105	10000	空头	20101108	10730	1	0	-3650	-3650	2147474560	正常
20101108	10730	多头	20101110	11268	1	0	2690	2690	2147477248	正常
20101110	11268	空头	20101111	12000	1	0	-3660	-3660	2147473536	正常
20101111	12000	多头	20101112	10966	1	0	-5170	-5170	2147468416	正常
20101112	10966	空头	20101115	9986	1	0	4900	4900	2147473280	正常
20101115	9986	多头	20101116	10200	1	0	1070	1070	2147474304	正常
20101116	10200	空头	20101117	9898	1	0	1510	1510	2147475840	正常
20101117	9898	多头	20101118	10042	1	0	720	720	2147476608	正常
20101118	10042	空头	20101119	10320	1	0	-1390	-1390	2147475200	正常
20101119	10320	多头	20101122	9962	1	0	-1790	-1790	2147473408	正常
20101122	9962	空头	20101123	10070	1	0	-540	-540	2147472896	正常
20101123	10070	多头	20101124	9850	1	0	-1100	-1100	2147471744	正常
20101124	9850	空头	20101125	9998	1	0	-740	-740	2147470976	正常
20101125	9998	多头	20101126	9838	1	0	-800	-800	2147470208	正常
20101126	9838	空头	20101129	9510	1	0	1640	1640	2147471872	正常
20101129	9510	多头	20101130	9574	1	0	320	320	2147472128	正常
20101130	9574	空头	20101201	9432	1	0	710	710	2147472896	正常
20101201	9432	多头	20101202	9610	1	0	890	890	2147473792	正常
20101202	9610	空头	20101203	9652	1	0	-210	-210	2147473536	正常
20101203	9652	多头	20101206	9868	1	0	1080	1080	2147474560	正常
20101206	9868	空头	20101207	9800	1	0	340	340	2147474944	正常
20101207	9800	多头	20101208	9650	1	0	-750	-750	2147474176	正常
20101208	9650	空头	20101209	9740	1	0	-450	-450	2147473664	正常
20101209	9740	多头	20101210	9682	1	0	-290	-290	2147473408	正常
20101210	9682	空头	20101213	9750	1	0	-340	-340	2147473024	正常
20101213	9750	多头	20101214	10088	1	0	1690	1690	2147474688	正常
20101214	10088	空头	20101215	10100	1	0	-60	-60	2147474688	正常
20101215	10100	多头	20101216	9912	1	0	-940	-940	2147473792	正常
20101216	9912	空头	20101217	9948	1	0	-180	-180	2147473664	正常
20101217	9948	多头	20101220	10126	1	0	890	890	2147474560	正常
20101220	10126	空头	20101221	10122	1	0	20	20	2147474560	正常
20101221	10122	多头	20101222	10300	1	0	890	890	2147475456	正常
20101222	10300	空头	20101223	10180	1	0	600	600	2147476096	正常
20101223	10180	多头	20101224	10260	1	0	400	400	2147476480	正常
20101224	10260	空头	20101227	10470	1	0	-1050	-1050	2147475456	正常
20101227	10470	多头	20101228	10648	1	0	890	890	2147476352	正常
20101228	10648	空头	20101229	10476	1	0	860	860	2147477248	正常
20101229	10476	多头	20101230	10406	1	0	-350	-350	2147476864	正常
20101230	10406	空头	20101231	10492	1	0	-430	-430	2147476480	正常
20101231	10492	多头	20110104	10598	1	0	530	530	2147476992	正常
20110104	10598	空头	20110105	10752	1	0	-770	-770	2147476224	正常
20110105	10752	多头	20110106	10904	1	0	760	760	2147476992	正常
20110106	10904	空头	20110107	10860	1	0	220	220	2147477248	正常
20110107	10860	多头	20110110	10700	1	0	-800	-800	2147476480	正常
20110110	10700	空头	20110111	10680	1	0	100	100	2147476608	正常
20110111	10680	多头	20110112	10800	1	0	600	600	2147477248	正常
20110112	10800	空头	20110113	10920	1	0	-600	-600	2147476608	正常
20110113	10920	多头	20110114	10952	1	0	160	160	2147476736	正常
20110114	10952	空头	20110117	11080	1	0	-640	-640	2147476096	正常
20110117	11080	多头	20110118	10994	1	0	-430	-430	2147475712	正常
20110118	10994	空头	20110119	11200	1	0	-1030	-1030	2147474688	正常
20110119	11200	多头	20110120	11174	1	0	-130	-130	2147474560	正常
20110120	11174	空头	20110121	10950	1	0	1120	1120	2147475712	正常
20110121	10950	多头	20110124	11210	1	0	1300	1300	2147476992	正常
20110124	11210	空头	20110125	11800	1	0	-2950	-2950	2147474048	正常
20110125	11800	多头	20110126	11466	1	0	-1670	-1670	2147472384	正常
20110126	11466	空头	20110127	11800	1	0	-1670	-1670	2147470720	正常
20110127	11800	多头	20110128	11560	1	0	-1200	-1200	2147469568	正常
20110128	11560	空头	20110131	11734	1	0	-870	-870	2147468672	正常
20110131	11734	多头	20110201	12148	1	0	2070	2070	2147470720	正常
20110201	12148	空头	20110209	12202	1	0	-270	-270	2147470464	正常
20110209	12202	多头	20110210	12186	1	0	-80	-80	2147470336	正常
20110210	12186	空头	20110211	12386	1	0	-1000	-1000	2147469312	正常
20110211	12386	多头	20110214	12290	1	0	-480	-480	2147468800	正常
20110214	12290	空头	20110215	12020	1	0	1350	1350	2147470208	正常
20110215	12020	多头	20110216	12260	1	0	1200	1200	2147471360	正常
20110216	12260	空头	20110217	12400	1	0	-700	-700	2147470720	正常
20110217	12400	多头	20110218	12270	1	0	-650	-650	2147470080	正常
20110218	12270	空头	20110221	12030	1	0	1200	1200	2147471232	正常
20110221	12030	多头	20110222	12100	1	0	350	350	2147471616	正常
20110222	12100	空头	20110223	11820	1	0	1400	1400	2147473024	正常
20110223	11820	多头	20110224	11920	1	0	500	500	2147473536	正常
20110224	11920	空头	20110225	11634	1	0	1430	1430	2147474944	正常
20110225	11634	多头	20110228	11708	1	0	370	370	2147475328	正常
20110228	11708	空头	20110301	11956	1	0	-1240	-1240	2147474048	正常
20110301	11956	多头	20110302	11980	1	0	120	120	2147474176	正常
20110302	11980	空头	20110303	12114	1	0	-670	-670	2147473536	正常
20110303	12114	多头	20110304	12010	1	0	-520	-520	2147473024	正常
20110304	12010	空头	20110307	12000	1	0	50	50	2147473024	正常
20110307	12000	多头	20110308	11880	1	0	-600	-600	2147472384	正常
20110308	11880	空头	20110309	11642	1	0	1190	1190	2147473536	正常
20110309	11642	多头	20110310	11402	1	0	-1200	-1200	2147472384	正常
20110310	11402	空头	20110311	11136	1	0	1330	1330	2147473664	正常
20110311	11136	多头	20110314	11056	1	0	-400	-400	2147473280	正常
20110314	11056	空头	20110315	11100	1	0	-220	-220	2147473024	正常
20110315	11100	多头	20110316	10890	1	0	-1050	-1050	2147472000	正常
20110316	10890	空头	20110317	10920	1	0	-150	-150	2147471872	正常
20110317	10920	多头	20110318	11500	1	0	2900	2900	2147474816	正常
20110318	11500	空头	20110321	11600	1	0	-500	-500	2147474304	正常
20110321	11600	多头	20110322	11504	1	0	-480	-480	2147473792	正常
20110322	11504	空头	20110323	11550	1	0	-230	-230	2147473536	正常
20110323	11550	多头	20110324	11570	1	0	100	100	2147473664	正常
20110324	11570	空头	20110325	11634	1	0	-320	-320	2147473408	正常
20110325	11634	多头	20110328	11496	1	0	-690	-690	2147472768	正常
20110328	11496	空头	20110329	11030	1	0	2330	2330	2147475072	正常
20110329	11030	多头	20110330	11142	1	0	560	560	2147475584	正常
20110330	11142	空头	20110331	11058	1	0	420	420	2147475968	正常
20110331	11058	多头	20110401	10960	1	0	-490	-490	2147475456	正常
20110401	10960	空头	20110406	10580	1	0	1900	1900	2147477376	正常
20110406	10580	多头	20110407	10650	1	0	350	350	2147477760	正常
20110407	10650	空头	20110408	10650	1	0	0	0	2147477760	正常
20110408	10650	多头	20110411	10904	1	0	1270	1270	2147479040	正常
20110411	10904	空头	20110412	10880	1	0	120	120	2147479168	正常
20110412	10880	多头	20110413	10610	1	0	-1350	-1350	2147477760	正常
20110413	10610	空头	20110414	10638	1	0	-140	-140	2147477632	正常
20110414	10638	多头	20110415	10640	1	0	10	10	2147477632	正常
20110415	10640	空头	20110418	10578	1	0	310	310	2147477888	正常
20110418	10578	多头	20110419	10400	1	0	-890	-890	2147476992	正常
20110419	10400	空头	20110420	10322	1	0	390	390	2147477376	正常
20110420	10322	多头	20110421	10398	1	0	380	380	2147477760	正常
20110421	10398	空头	20110422	10500	1	0	-510	-510	2147477248	正常
20110422	10500	多头	20110425	10494	1	0	-30	-30	2147477248	正常
20110425	10494	空头	20110426	10170	1	0	1620	1620	2147478912	正常
20110426	10170	多头	20110427	10206	1	0	180	180	2147479040	正常
20110427	10206	空头	20110428	10110	1	0	480	480	2147479552	正常
20110428	10110	多头	20110429	10250	1	0	700	700	2147480192	正常
20110429	10250	空头	20110503	10230	1	0	100	100	2147480320	正常
20110503	10230	多头	20110504	10296	1	0	330	330	2147480704	正常
20110504	10296	空头	20110505	10050	1	0	1230	1230	2147481984	正常
20110505	10050	多头	20110506	9446	1	0	-3020	-3020	2147478912	正常
20110506	9446	空头	20110509	9608	1	0	-810	-810	2147478144	正常
20110509	9608	多头	20110510	9656	1	0	240	240	2147478400	正常
20110510	9656	空头	20110511	9700	1	0	-220	-220	2147478144	正常
20110511	9700	多头	20110512	9498	1	0	-1010	-1010	2147477120	正常
20110512	9498	空头	20110513	9360	1	0	690	690	2147477760	正常
20110513	9360	多头	20110516	9456	1	0	480	480	2147478272	正常
20110516	9456	空头	20110517	9400	1	0	280	280	2147478528	正常
20110517	9400	多头	20110518	9570	1	0	850	850	2147479424	正常
20110518	9570	空头	20110519	9648	1	0	-390	-390	2147479040	正常
20110519	9648	多头	20110520	9600	1	0	-240	-240	2147478784	正常
20110520	9600	空头	20110523	9630	1	0	-150	-150	2147478656	正常
20110523	9630	多头	20110524	9520	1	0	-550	-550	2147478144	正常
20110524	9520	空头	20110525	9500	1	0	100	100	2147478272	正常
20110525	9500	多头	20110526	9578	1	0	390	390	2147478656	正常
20110526	9578	空头	20110527	9646	1	0	-340	-340	2147478272	正常
20110527	9646	多头	20110530	9750	1	0	520	520	2147478784	正常
20110530	9750	空头	20110531	9692	1	0	290	290	2147479040	正常
20110531	9692	多头	20110601	9810	1	0	590	590	2147479680	正常
20110601	9810	空头	20110602	9650	1	0	800	800	2147480448	正常
20110602	9650	多头	20110603	9660	1	0	50	50	2147480448	正常
20110603	9660	空头	20110607	9650	1	0	50	50	2147480448	正常
20110607	9650	多头	20110608	9590	1	0	-300	-300	2147480192	正常
20110608	9590	空头	20110609	9590	1	0	0	0	2147480192	正常
20110609	9590	多头	20110610	9530	1	0	-300	-300	2147479936	正常
20110610	9530	空头	20110613	9400	1	0	650	650	2147480576	正常
20110613	9400	多头	20110614	9322	1	0	-390	-390	2147480192	正常
20110614	9322	空头	20110615	9414	1	0	-460	-460	2147479680	正常
20110615	9414	多头	20110616	9364	1	0	-250	-250	2147479424	正常
20110616	9364	空头	20110617	9360	1	0	20	20	2147479424	正常
20110617	9360	多头	20110620	9258	1	0	-510	-510	2147478912	正常
20110620	9258	空头	20110621	9320	1	0	-310	-310	2147478656	正常
20110621	9320	多头	20110622	9294	1	0	-130	-130	2147478528	正常
20110622	9294	空头	20110623	9160	1	0	670	670	2147479168	正常
20110623	9160	多头	20110624	9018	1	0	-710	-710	2147478400	正常
20110624	9018	空头	20110627	8988	1	0	150	150	2147478528	正常
20110627	8988	多头	20110628	8824	1	0	-820	-820	2147477760	正常
20110628	8824	空头	20110629	8822	1	0	10	10	2147477760	正常
20110629	8822	多头	20110630	8860	1	0	190	190	2147477888	正常
20110630	8860	空头	20110701	8854	1	0	30	30	2147477888	正常
20110701	8854	多头	20110704	8818	1	0	-180	-180	2147477760	正常
20110704	8818	空头	20110705	8926	1	0	-540	-540	2147477248	正常
20110705	8926	多头	20110706	8958	1	0	160	160	2147477376	正常
20110706	8958	空头	20110707	8964	1	0	-30	-30	2147477376	正常
20110707	8964	多头	20110708	9066	1	0	510	510	2147477888	正常
20110708	9066	空头	20110711	8960	1	0	530	530	2147478400	正常
20110711	8960	多头	20110712	8840	1	0	-600	-600	2147477760	正常
20110712	8840	空头	20110713	8840	1	0	0	0	2147477760	正常
20110713	8840	多头	20110714	9186	1	0	1730	1730	2147479552	正常
20110714	9186	空头	20110715	9168	1	0	90	90	2147479680	正常
20110715	9168	多头	20110718	9240	1	0	360	360	2147480064	正常
20110718	9240	空头	20110719	9160	1	0	400	400	2147480448	正常
20110719	9160	多头	20110720	9260	1	0	500	500	2147480960	正常
20110720	9260	空头	20110721	9332	1	0	-360	-360	2147480576	正常
20110721	9332	多头	20110722	9358	1	0	130	130	2147480704	正常
20110722	9358	空头	20110725	9370	1	0	-60	-60	2147480704	正常
20110725	9370	多头	20110726	9354	1	0	-80	-80	2147480576	正常
20110726	9354	空头	20110727	9408	1	0	-270	-270	2147480320	正常
20110727	9408	多头	20110728	9340	1	0	-340	-340	2147479936	正常
20110728	9340	空头	20110729	9286	1	0	270	270	2147480192	正常
20110729	9286	多头	20110801	9440	1	0	770	770	2147480960	正常
20110801	9440	空头	20110802	9500	1	0	-300	-300	2147480704	正常
20110802	9500	多头	20110803	9600	1	0	500	500	2147481216	正常
20110803	9600	空头	20110804	9574	1	0	130	130	2147481344	正常
20110804	9574	多头	20110805	9450	1	0	-620	-620	2147480704	正常
20110805	9450	空头	20110808	9328	1	0	610	610	2147481344	正常
20110808	9328	多头	20110809	9200	1	0	-640	-640	2147480704	正常
20110809	9200	空头	20110810	9324	1	0	-620	-620	2147480064	正常
20110810	9324	多头	20110811	9476	1	0	760	760	2147480832	正常
20110811	9476	空头	20110812	9726	1	0	-1250	-1250	2147479552	正常
20110812	9726	多头	20110815	9898	1	0	860	860	2147480448	正常
20110815	9898	空头	20110816	9806	1	0	460	460	2147480960	正常
20110816	9806	多头	20110817	9756	1	0	-250	-250	2147480704	正常
20110817	9756	空头	20110818	10094	1	0	-1690	-1690	2147479040	正常
20110818	10094	多头	20110819	9802	1	0	-1460	-1460	2147477632	正常
20110819	9802	空头	20110822	10134	1	0	-1660	-1660	2147475968	正常
20110822	10134	多头	20110823	10150	1	0	80	80	2147476096	正常
20110823	10150	空头	20110824	10072	1	0	390	390	2147476480	正常
20110824	10072	多头	20110825	10168	1	0	480	480	2147476992	正常
20110825	10168	空头	20110826	10080	1	0	440	440	2147477376	正常
20110826	10080	多头	20110829	10050	1	0	-150	-150	2147477248	正常
20110829	10050	空头	20110830	10180	1	0	-650	-650	2147476608	正常
20110830	10180	多头	20110831	10240	1	0	300	300	2147476864	正常
20110831	10240	空头	20110901	10216	1	0	120	120	2147476992	正常
20110901	10216	多头	20110902	10152	1	0	-320	-320	2147476736	正常
20110902	10152	空头	20110905	10400	1	0	-1240	-1240	2147475456	正常
20110905	10400	多头	20110906	10488	1	0	440	440	2147475840	正常
20110906	10488	空头	20110907	10518	1	0	-150	-150	2147475712	正常
20110907	10518	多头	20110908	10580	1	0	310	310	2147475968	正常
20110908	10580	空头	20110909	10592	1	0	-60	-60	2147475968	正常
20110909	10592	多头	20110913	10598	1	0	30	30	2147475968	正常
20110913	10598	空头	20110914	10650	1	0	-260	-260	2147475712	正常
20110914	10650	多头	20110915	10650	1	0	0	0	2147475712	正常
20110915	10650	空头	20110916	10256	1	0	1970	1970	2147477632	正常
20110916	10256	多头	20110919	9700	1	0	-2780	-2780	2147474816	正常
20110919	9700	空头	20110920	9612	1	0	440	440	2147475200	正常
20110920	9612	多头	20110921	9582	1	0	-150	-150	2147475072	正常
20110921	9582	空头	20110922	9520	1	0	310	310	2147475328	正常
20110922	9520	多头	20110923	9162	1	0	-1790	-1790	2147473536	正常
20110923	9162	空头	20110926	9120	1	0	210	210	2147473792	正常
20110926	9120	多头	20110927	8820	1	0	-1500	-1500	2147472256	正常
20110927	8820	空头	20110928	8820	1	0	0	0	2147472256	正常
20110928	8820	多头	20110929	8520	1	0	-1500	-1500	2147470720	正常
20110929	8520	空头	20110930	8432	1	0	440	440	2147471104	正常
20110930	8432	多头	20111010	8664	1	0	1160	1160	2147472256	正常
20111010	8664	空头	20111011	8800	1	0	-680	-680	2147471616	正常
20111011	8800	多头	20111012	8650	1	0	-750	-750	2147470848	正常
20111012	8650	空头	20111013	8714	1	0	-320	-320	2147470592	正常
20111013	8714	多头	20111014	8634	1	0	-400	-400	2147470208	正常
20111014	8634	空头	20111017	8792	1	0	-790	-790	2147469440	正常
20111017	8792	多头	20111018	8620	1	0	-860	-860	2147468544	正常
20111018	8620	空头	20111019	8410	1	0	1050	1050	2147469568	正常
20111019	8410	多头	20111020	8220	1	0	-950	-950	2147468672	正常
20111020	8220	空头	20111021	7966	1	0	1270	1270	2147469952	正常
20111021	7966	多头	20111024	8110	1	0	720	720	2147470720	正常
20111024	8110	空头	20111025	8510	1	0	-2000	-2000	2147468672	正常
20111025	8510	多头	20111026	8460	1	0	-250	-250	2147468416	正常
20111026	8460	空头	20111027	8758	1	0	-1490	-1490	2147466880	正常
20111027	8758	多头	20111028	8910	1	0	760	760	2147467648	正常
20111028	8910	空头	20111031	8810	1	0	500	500	2147468160	正常
20111031	8810	多头	20111101	8500	1	0	-1550	-1550	2147466624	正常
20111101	8500	空头	20111102	8320	1	0	900	900	2147467520	正常
20111102	8320	多头	20111103	8390	1	0	350	350	2147467904	正常
20111103	8390	空头	20111104	8410	1	0	-100	-100	2147467776	正常
20111104	8410	多头	20111107	8420	1	0	50	50	2147467776	正常
20111107	8420	空头	20111108	8238	1	0	910	910	2147468672	正常
20111108	8238	多头	20111109	8302	1	0	320	320	2147469056	正常
20111109	8302	空头	20111110	8210	1	0	460	460	2147469568	正常
20111110	8210	多头	20111111	8074	1	0	-680	-680	2147468928	正常
20111111	8074	空头	20111114	8142	1	0	-340	-340	2147468544	正常
20111114	8142	多头	20111115	8220	1	0	390	390	2147468928	正常
20111115	8220	空头	20111116	8210	1	0	50	50	2147468928	正常
20111116	8210	多头	20111117	8100	1	0	-550	-550	2147468416	正常
20111117	8100	空头	20111118	7994	1	0	530	530	2147468928	正常
20111118	7994	多头	20111121	8050	1	0	280	280	2147469184	正常
20111121	8050	空头	20111122	7962	1	0	440	440	2147469568	正常
20111122	7962	多头	20111123	8150	1	0	940	940	2147470464	正常
20111123	8150	空头	20111124	8088	1	0	310	310	2147470720	正常
20111124	8088	多头	20111125	7910	1	0	-890	-890	2147469824	正常
20111125	7910	空头	20111128	7942	1	0	-160	-160	2147469696	正常
20111128	7942	多头	20111129	8000	1	0	290	290	2147469952	正常
20111129	8000	空头	20111130	8080	1	0	-400	-400	2147469568	正常
20111130	8080	多头	20111201	8310	1	0	1150	1150	2147470720	正常
20111201	8310	空头	20111202	8254	1	0	280	280	2147470976	正常
20111202	8254	多头	20111205	8316	1	0	310	310	2147471232	正常
20111205	8316	空头	20111206	8366	1	0	-250	-250	2147470976	正常
20111206	8366	多头	20111207	8406	1	0	200	200	2147471232	正常
20111207	8406	空头	20111208	8376	1	0	150	150	2147471360	正常
20111208	8376	多头	20111209	8312	1	0	-320	-320	2147471104	正常
20111209	8312	空头	20111212	8380	1	0	-340	-340	2147470720	正常
20111212	8380	多头	20111213	8266	1	0	-570	-570	2147470208	正常
20111213	8266	空头	20111214	8202	1	0	320	320	2147470592	正常
20111214	8202	多头	20111215	8000	1	0	-1010	-1010	2147469568	正常
20111215	8000	空头	20111216	8106	1	0	-530	-530	2147469056	正常
20111216	8106	多头	20111219	8170	1	0	320	320	2147469312	正常
20111219	8170	空头	20111220	8138	1	0	160	160	2147469440	正常
20111220	8138	多头	20111221	8230	1	0	460	460	2147469952	正常
20111221	8230	空头	20111222	8240	1	0	-50	-50	2147469952	正常
20111222	8240	多头	20111223	8238	1	0	-10	-10	2147469952	正常
20111223	8238	空头	20111226	8264	1	0	-130	-130	2147469824	正常
20111226	8264	多头	20111227	8192	1	0	-360	-360	2147469440	正常
20111227	8192	空头	20111228	8218	1	0	-130	-130	2147469312	正常
20111228	8218	多头	20111229	8188	1	0	-150	-150	2147469184	正常
20111229	8188	空头	20111230	8262	1	0	-370	-370	2147468800	正常
20111230	8262	多头	20120104	8440	1	0	890	890	2147469696	正常
20120104	8440	空头	20120105	8410	1	0	150	150	2147469824	正常
20120105	8410	多头	20120106	8456	1	0	230	230	2147470080	正常
20120106	8456	空头	20120109	8546	1	0	-450	-450	2147469568	正常
20120109	8546	多头	20120110	8590	1	0	220	220	2147469824	正常
20120110	8590	空头	20120111	8570	1	0	100	100	2147469952	正常
20120111	8570	多头	20120112	8536	1	0	-170	-170	2147469824	正常
