模型名称：数据导出
合约名称：PTA1309 
测试时间：2007-02-26 -- 2013-04-18
测试周期：日线
测试模式：实战模式
开仓时使用的资金比率：100%
最大开仓手数：1000
保证金比率：8%
单位：5吨/手
手续费：0圆/手
----------------------------------
  测试天数：		2243		  测试周期数：	1444
  指令总数：		1444		  平均交易周期：1
  初始资金：		2147483647		  最终权益：	2147462528
  总收益率(盈利/初始资金)：	-0.00%	  盈利：	-21119.00
  扣除最大盈利后收益率：	-0.00%
  扣除最大亏损后收益率：	-0.00%

  可靠性(胜率)：	49.79%		  成交额：	120564400
  期望收益(平均R乘数)：	0.00R		  总手续费：	0

  总交易次数：		1444		
  盈利次数比例：	48.75%		  亏损次数比例：	50.14%
  平均利润率：		-0.00%		  平均每次盈利：	-15
  标准离差率：		-4873.0%		  标准离差：		667.16
  多头次数：		722		  空头次数：		721
  多头盈利次数：	350		  空头盈利次数：	354

  盈利次数：		704		  亏损次数：	724
  总盈利：		298580(0.01%)	  总亏损：	-318350(-0.01%)
  平均盈利率：		424(0.00%)	  平均亏损率：	-440(-0.00%)
  最大盈利额：		5940(0.00%)	  最大亏损额：	-7590(-0.00%)
  平均盈利周期：	1		  平均亏损周期：	1
  最大盈利周期：	1		  最大亏损周期：	1
  最大连续盈利次数：	11		  最大连续亏损次数：	9
  最大连续盈利：	9750(0.00%)	  最大连续亏损：	-8880(-0.00%)

  空仓总时间：		0		  最长空仓时间：	0
  空仓时间/总时间：	0.00%


开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20080708	9624	多头	20080709	9500	1	0	-620	-620	2147483520	正常
20080709	9500	空头	20080710	9488	1	0	60	60	2147483520	正常
20080710	9488	多头	20080711	9450	1	0	-190	-190	2147483392	正常
20080711	9450	空头	20080714	9430	1	0	100	100	2147483520	正常
20080714	9430	多头	20080715	9444	1	0	70	70	2147483648	正常
20080715	9444	空头	20080716	9316	1	0	640	640	2147484160	正常
20080716	9316	多头	20080717	9530	1	0	1070	1070	2147485184	正常
20080717	9530	空头	20080718	9504	1	0	130	130	2147485440	正常
20080718	9504	多头	20080721	9414	1	0	-450	-450	2147484928	正常
20080721	9414	空头	20080722	9350	1	0	320	320	2147485184	正常
20080722	9350	多头	20080723	9278	1	0	-360	-360	2147484928	正常
20080723	9278	空头	20080724	9186	1	0	460	460	2147485440	正常
20080724	9186	多头	20080725	9232	1	0	230	230	2147485696	正常
20080725	9232	空头	20080728	9198	1	0	170	170	2147485952	正常
20080728	9198	多头	20080729	9250	1	0	260	260	2147486208	正常
20080729	9250	空头	20080730	9188	1	0	310	310	2147486464	正常
20080730	9188	多头	20080731	9248	1	0	300	300	2147486720	正常
20080731	9248	空头	20080801	9260	1	0	-60	-60	2147486720	正常
20080801	9260	多头	20080804	9440	1	0	900	900	2147487744	正常
20080804	9440	空头	20080805	9420	1	0	100	100	2147487744	正常
20080805	9420	多头	20080806	9274	1	0	-730	-730	2147486976	正常
20080806	9274	空头	20080807	9180	1	0	470	470	2147487488	正常
20080807	9180	多头	20080808	9100	1	0	-400	-400	2147486976	正常
20080808	9100	空头	20080811	8950	1	0	750	750	2147487744	正常
20080811	8950	多头	20080812	9006	1	0	280	280	2147488000	正常
20080812	9006	空头	20080813	9138	1	0	-660	-660	2147487232	正常
20080813	9138	多头	20080814	9250	1	0	560	560	2147487744	正常
20080814	9250	空头	20080815	9058	1	0	960	960	2147488768	正常
20080815	9058	多头	20080818	9358	1	0	1500	1500	2147490304	正常
20080818	9358	空头	20080819	9300	1	0	290	290	2147490560	正常
20080819	9300	多头	20080820	9350	1	0	250	250	2147490816	正常
20080820	9350	空头	20080821	9500	1	0	-750	-750	2147490048	正常
20080821	9500	多头	20080822	9296	1	0	-1020	-1020	2147489024	正常
20080822	9296	空头	20080825	9100	1	0	980	980	2147490048	正常
20080825	9100	多头	20080826	9046	1	0	-270	-270	2147489792	正常
20080826	9046	空头	20080827	9100	1	0	-270	-270	2147489536	正常
20080827	9100	多头	20080828	8920	1	0	-900	-900	2147488512	正常
20080828	8920	空头	20080829	9020	1	0	-500	-500	2147488000	正常
20080829	9020	多头	20080901	8920	1	0	-500	-500	2147487488	正常
20080901	8920	空头	20080902	8900	1	0	100	100	2147487488	正常
20080902	8900	多头	20080903	8900	1	0	0	0	2147487488	正常
20080903	8900	空头	20080904	8890	1	0	50	50	2147487488	正常
20080904	8890	多头	20080905	8800	1	0	-450	-450	2147486976	正常
20080905	8800	空头	20080908	8798	1	0	10	10	2147486976	正常
20080908	8798	多头	20080909	9000	1	0	1010	1010	2147488000	正常
20080909	9000	空头	20080910	8948	1	0	260	260	2147488256	正常
20080910	8948	多头	20080911	8950	1	0	10	10	2147488256	正常
20080911	8950	空头	20080912	9208	1	0	-1290	-1290	2147486976	正常
20080912	9208	多头	20080916	7690	1	0	-7590	-7590	2147479424	正常
20080916	7690	空头	20080924	7520	1	0	850	850	2147480320	正常
20080924	7520	多头	20080925	7420	1	0	-500	-500	2147479808	正常
20080925	7420	空头	20081006	7170	1	0	1250	1250	2147481088	正常
20081006	7170	多头	20081007	7132	1	0	-190	-190	2147480960	正常
20081007	7132	空头	20081008	7250	1	0	-590	-590	2147480320	正常
20081008	7250	多头	20081009	7050	1	0	-1000	-1000	2147479296	正常
20081009	7050	空头	20081010	6840	1	0	1050	1050	2147480320	正常
20081010	6840	多头	20081013	6830	1	0	-50	-50	2147480320	正常
20081013	6830	空头	20081014	6688	1	0	710	710	2147481088	正常
20081014	6688	多头	20081015	6502	1	0	-930	-930	2147480192	正常
20081015	6502	空头	20081016	6350	1	0	760	760	2147480960	正常
20081016	6350	多头	20081017	6250	1	0	-500	-500	2147480448	正常
20081017	6250	空头	20081020	6246	1	0	20	20	2147480448	正常
20081020	6246	多头	20081021	6000	1	0	-1230	-1230	2147479168	正常
20081021	6000	空头	20081022	6000	1	0	0	0	2147479168	正常
20081022	6000	多头	20081023	5778	1	0	-1110	-1110	2147478016	正常
20081023	5778	空头	20081024	5850	1	0	-360	-360	2147477632	正常
20081024	5850	多头	20081027	5464	1	0	-1930	-1930	2147475712	正常
20081027	5464	空头	20081028	5362	1	0	510	510	2147476224	正常
20081028	5362	多头	20081029	5200	1	0	-810	-810	2147475456	正常
20081029	5200	空头	20081030	5160	1	0	200	200	2147475712	正常
20081030	5160	多头	20081031	4848	1	0	-1560	-1560	2147474176	正常
20081031	4848	空头	20081103	4998	1	0	-750	-750	2147473408	正常
20081103	4998	多头	20081104	4880	1	0	-590	-590	2147472768	正常
20081104	4880	空头	20081105	4950	1	0	-350	-350	2147472384	正常
20081105	4950	多头	20081106	5066	1	0	580	580	2147473024	正常
20081106	5066	空头	20081107	4936	1	0	650	650	2147473664	正常
20081107	4936	多头	20081110	4980	1	0	220	220	2147473920	正常
20081110	4980	空头	20081111	4916	1	0	320	320	2147474176	正常
20081111	4916	多头	20081112	4800	1	0	-580	-580	2147473536	正常
20081112	4800	空头	20081113	4750	1	0	250	250	2147473792	正常
20081113	4750	多头	20081114	4820	1	0	350	350	2147474176	正常
20081114	4820	空头	20081117	4980	1	0	-800	-800	2147473408	正常
20081117	4980	多头	20081118	5012	1	0	160	160	2147473536	正常
20081118	5012	空头	20081119	5040	1	0	-140	-140	2147473408	正常
20081119	5040	多头	20081120	4978	1	0	-310	-310	2147473152	正常
20081120	4978	空头	20081121	4942	1	0	180	180	2147473280	正常
20081121	4942	多头	20081124	4976	1	0	170	170	2147473408	正常
20081124	4976	空头	20081125	5116	1	0	-700	-700	2147472768	正常
20081125	5116	多头	20081126	5318	1	0	1010	1010	2147473792	正常
20081126	5318	空头	20081127	5350	1	0	-160	-160	2147473664	正常
20081127	5350	多头	20081128	5234	1	0	-580	-580	2147473024	正常
20081128	5234	空头	20081201	5426	1	0	-960	-960	2147472128	正常
20081201	5426	多头	20081202	5392	1	0	-170	-170	2147472000	正常
20081202	5392	空头	20081203	5330	1	0	310	310	2147472256	正常
20081203	5330	多头	20081204	5318	1	0	-60	-60	2147472256	正常
20081204	5318	空头	20081205	5132	1	0	930	930	2147473152	正常
20081205	5132	多头	20081208	5314	1	0	910	910	2147474048	正常
20081208	5314	空头	20081209	5328	1	0	-70	-70	2147473920	正常
20081209	5328	多头	20081210	5452	1	0	620	620	2147474560	正常
20081210	5452	空头	20081211	5404	1	0	240	240	2147474816	正常
20081211	5404	多头	20081212	5528	1	0	620	620	2147475456	正常
20081212	5528	空头	20081215	5630	1	0	-510	-510	2147474944	正常
20081215	5630	多头	20081216	5580	1	0	-250	-250	2147474688	正常
20081216	5580	空头	20081217	5628	1	0	-240	-240	2147474432	正常
20081217	5628	多头	20081218	5546	1	0	-410	-410	2147474048	正常
20081218	5546	空头	20081219	5698	1	0	-760	-760	2147473280	正常
20081219	5698	多头	20081222	5852	1	0	770	770	2147474048	正常
20081222	5852	空头	20081223	5700	1	0	760	760	2147474816	正常
20081223	5700	多头	20081224	5676	1	0	-120	-120	2147474688	正常
20081224	5676	空头	20081225	5588	1	0	440	440	2147475072	正常
20081225	5588	多头	20081226	5596	1	0	40	40	2147475072	正常
20081226	5596	空头	20081229	5534	1	0	310	310	2147475328	正常
20081229	5534	多头	20081230	5432	1	0	-510	-510	2147474816	正常
20081230	5432	空头	20081231	5380	1	0	260	260	2147475072	正常
20081231	5380	多头	20090105	5450	1	0	350	350	2147475456	正常
20090105	5450	空头	20090106	5550	1	0	-500	-500	2147474944	正常
20090106	5550	多头	20090107	5778	1	0	1140	1140	2147476096	正常
20090107	5778	空头	20090108	5678	1	0	500	500	2147476608	正常
20090108	5678	多头	20090109	5670	1	0	-40	-40	2147476608	正常
20090109	5670	空头	20090112	5660	1	0	50	50	2147476608	正常
20090112	5660	多头	20090113	5576	1	0	-420	-420	2147476224	正常
20090113	5576	空头	20090114	5768	1	0	-960	-960	2147475200	正常
20090114	5768	多头	20090115	5808	1	0	200	200	2147475456	正常
20090115	5808	空头	20090116	5834	1	0	-130	-130	2147475328	正常
20090116	5834	多头	20090119	5816	1	0	-90	-90	2147475200	正常
20090119	5816	空头	20090120	5890	1	0	-370	-370	2147474816	正常
20090120	5890	多头	20090121	5890	1	0	0	0	2147474816	正常
20090121	5890	空头	20090122	5870	1	0	100	100	2147474944	正常
20090122	5870	多头	20090123	5920	1	0	250	250	2147475200	正常
20090123	5920	空头	20090202	6218	1	0	-1490	-1490	2147473664	正常
20090202	6218	多头	20090203	6190	1	0	-140	-140	2147473536	正常
20090203	6190	空头	20090204	6388	1	0	-990	-990	2147472512	正常
20090204	6388	多头	20090205	6320	1	0	-340	-340	2147472128	正常
20090205	6320	空头	20090206	6324	1	0	-20	-20	2147472128	正常
20090206	6324	多头	20090209	6418	1	0	470	470	2147472640	正常
20090209	6418	空头	20090210	6460	1	0	-210	-210	2147472384	正常
20090210	6460	多头	20090211	6454	1	0	-30	-30	2147472384	正常
20090211	6454	空头	20090212	6300	1	0	770	770	2147473152	正常
20090212	6300	多头	20090213	6284	1	0	-80	-80	2147473024	正常
20090213	6284	空头	20090216	6200	1	0	420	420	2147473408	正常
20090216	6200	多头	20090217	6126	1	0	-370	-370	2147473024	正常
20090217	6126	空头	20090218	5958	1	0	840	840	2147473920	正常
20090218	5958	多头	20090219	5828	1	0	-650	-650	2147473280	正常
20090219	5828	空头	20090220	5898	1	0	-350	-350	2147472896	正常
20090220	5898	多头	20090223	5990	1	0	460	460	2147473408	正常
20090223	5990	空头	20090224	5948	1	0	210	210	2147473664	正常
20090224	5948	多头	20090225	5990	1	0	210	210	2147473920	正常
20090225	5990	空头	20090226	5950	1	0	200	200	2147474176	正常
20090226	5950	多头	20090227	5846	1	0	-520	-520	2147473664	正常
20090227	5846	空头	20090302	5904	1	0	-290	-290	2147473408	正常
20090302	5904	多头	20090303	5752	1	0	-760	-760	2147472640	正常
20090303	5752	空头	20090304	5758	1	0	-30	-30	2147472640	正常
20090304	5758	多头	20090305	5828	1	0	350	350	2147473024	正常
20090305	5828	空头	20090306	5728	1	0	500	500	2147473536	正常
20090306	5728	多头	20090309	5776	1	0	240	240	2147473792	正常
20090309	5776	空头	20090310	5816	1	0	-200	-200	2147473536	正常
20090310	5816	多头	20090311	5870	1	0	270	270	2147473792	正常
20090311	5870	空头	20090312	5808	1	0	310	310	2147474048	正常
20090312	5808	多头	20090313	5910	1	0	510	510	2147474560	正常
20090313	5910	空头	20090316	5900	1	0	50	50	2147474560	正常
20090316	5900	多头	20090317	5980	1	0	400	400	2147474944	正常
20090317	5980	空头	20090318	6076	1	0	-480	-480	2147474432	正常
20090318	6076	多头	20090319	6168	1	0	460	460	2147474944	正常
20090319	6168	空头	20090320	6344	1	0	-880	-880	2147474048	正常
20090320	6344	多头	20090323	6528	1	0	920	920	2147474944	正常
20090323	6528	空头	20090324	6560	1	0	-160	-160	2147474816	正常
20090324	6560	多头	20090325	6414	1	0	-730	-730	2147474048	正常
20090325	6414	空头	20090326	6420	1	0	-30	-30	2147474048	正常
20090326	6420	多头	20090327	6544	1	0	620	620	2147474688	正常
20090327	6544	空头	20090330	6632	1	0	-440	-440	2147474304	正常
20090330	6632	多头	20090331	6580	1	0	-260	-260	2147474048	正常
20090331	6580	空头	20090401	6700	1	0	-600	-600	2147473408	正常
20090401	6700	多头	20090402	6758	1	0	290	290	2147473664	正常
20090402	6758	空头	20090403	6800	1	0	-210	-210	2147473408	正常
20090403	6800	多头	20090407	6944	1	0	720	720	2147474176	正常
20090407	6944	空头	20090408	6886	1	0	290	290	2147474432	正常
20090408	6886	多头	20090409	6758	1	0	-640	-640	2147473792	正常
20090409	6758	空头	20090410	6800	1	0	-210	-210	2147473536	正常
20090410	6800	多头	20090413	6724	1	0	-380	-380	2147473152	正常
20090413	6724	空头	20090414	6740	1	0	-80	-80	2147473024	正常
20090414	6740	多头	20090415	6904	1	0	820	820	2147473792	正常
20090415	6904	空头	20090416	7210	1	0	-1530	-1530	2147472256	正常
20090416	7210	多头	20090417	7198	1	0	-60	-60	2147472256	正常
20090417	7198	空头	20090420	7270	1	0	-360	-360	2147471872	正常
20090420	7270	多头	20090421	7040	1	0	-1150	-1150	2147470720	正常
20090421	7040	空头	20090422	7142	1	0	-510	-510	2147470208	正常
20090422	7142	多头	20090423	7016	1	0	-630	-630	2147469568	正常
20090423	7016	空头	20090424	7054	1	0	-190	-190	2147469440	正常
20090424	7054	多头	20090427	7208	1	0	770	770	2147470208	正常
20090427	7208	空头	20090428	7394	1	0	-930	-930	2147469312	正常
20090428	7394	多头	20090429	7510	1	0	580	580	2147469952	正常
20090429	7510	空头	20090430	7410	1	0	500	500	2147470464	正常
20090430	7410	多头	20090504	7444	1	0	170	170	2147470592	正常
20090504	7444	空头	20090505	7340	1	0	520	520	2147471104	正常
20090505	7340	多头	20090506	7228	1	0	-560	-560	2147470592	正常
20090506	7228	空头	20090507	7296	1	0	-340	-340	2147470208	正常
20090507	7296	多头	20090508	7220	1	0	-380	-380	2147469824	正常
20090508	7220	空头	20090511	7250	1	0	-150	-150	2147469696	正常
20090511	7250	多头	20090512	7176	1	0	-370	-370	2147469312	正常
20090512	7176	空头	20090513	7110	1	0	330	330	2147469696	正常
20090513	7110	多头	20090514	7010	1	0	-500	-500	2147469184	正常
20090514	7010	空头	20090515	7128	1	0	-590	-590	2147468544	正常
20090515	7128	多头	20090518	7106	1	0	-110	-110	2147468416	正常
20090518	7106	空头	20090519	7138	1	0	-160	-160	2147468288	正常
20090519	7138	多头	20090520	6998	1	0	-700	-700	2147467648	正常
20090520	6998	空头	20090521	6970	1	0	140	140	2147467776	正常
20090521	6970	多头	20090522	6926	1	0	-220	-220	2147467520	正常
20090522	6926	空头	20090525	6866	1	0	300	300	2147467776	正常
20090525	6866	多头	20090526	6880	1	0	70	70	2147467904	正常
20090526	6880	空头	20090527	6880	1	0	0	0	2147467904	正常
20090527	6880	多头	20090601	7028	1	0	740	740	2147468672	正常
20090601	7028	空头	20090602	7046	1	0	-90	-90	2147468544	正常
20090602	7046	多头	20090603	6968	1	0	-390	-390	2147468160	正常
20090603	6968	空头	20090604	6858	1	0	550	550	2147468672	正常
20090604	6858	多头	20090605	6918	1	0	300	300	2147468928	正常
20090605	6918	空头	20090608	6926	1	0	-40	-40	2147468928	正常
20090608	6926	多头	20090609	6850	1	0	-380	-380	2147468544	正常
20090609	6850	空头	20090610	6768	1	0	410	410	2147468928	正常
20090610	6768	多头	20090611	6812	1	0	220	220	2147469184	正常
20090611	6812	空头	20090612	6886	1	0	-370	-370	2147468800	正常
20090612	6886	多头	20090615	6906	1	0	100	100	2147468928	正常
20090615	6906	空头	20090616	6904	1	0	10	10	2147468928	正常
20090616	6904	多头	20090617	6818	1	0	-430	-430	2147468544	正常
20090617	6818	空头	20090618	6886	1	0	-340	-340	2147468160	正常
20090618	6886	多头	20090619	6980	1	0	470	470	2147468672	正常
20090619	6980	空头	20090622	6986	1	0	-30	-30	2147468672	正常
20090622	6986	多头	20090623	6876	1	0	-550	-550	2147468160	正常
20090623	6876	空头	20090624	6836	1	0	200	200	2147468416	正常
20090624	6836	多头	20090625	6840	1	0	20	20	2147468416	正常
20090625	6840	空头	20090626	6874	1	0	-170	-170	2147468288	正常
20090626	6874	多头	20090629	6870	1	0	-20	-20	2147468288	正常
20090629	6870	空头	20090630	7028	1	0	-790	-790	2147467520	正常
20090630	7028	多头	20090701	7018	1	0	-50	-50	2147467520	正常
20090701	7018	空头	20090702	7098	1	0	-400	-400	2147467136	正常
20090702	7098	多头	20090703	7018	1	0	-400	-400	2147466752	正常
20090703	7018	空头	20090706	7072	1	0	-270	-270	2147466496	正常
20090706	7072	多头	20090707	7066	1	0	-30	-30	2147466496	正常
20090707	7066	空头	20090708	7012	1	0	270	270	2147466752	正常
20090708	7012	多头	20090709	7128	1	0	580	580	2147467392	正常
20090709	7128	空头	20090710	7148	1	0	-100	-100	2147467264	正常
20090710	7148	多头	20090713	7212	1	0	320	320	2147467520	正常
20090713	7212	空头	20090714	7302	1	0	-450	-450	2147467008	正常
20090714	7302	多头	20090715	7328	1	0	130	130	2147467136	正常
20090715	7328	空头	20090716	7362	1	0	-170	-170	2147467008	正常
20090716	7362	多头	20090717	7278	1	0	-420	-420	2147466624	正常
20090717	7278	空头	20090720	7266	1	0	60	60	2147466624	正常
20090720	7266	多头	20090721	7342	1	0	380	380	2147467008	正常
20090721	7342	空头	20090722	7310	1	0	160	160	2147467136	正常
20090722	7310	多头	20090723	7398	1	0	440	440	2147467520	正常
20090723	7398	空头	20090724	7502	1	0	-520	-520	2147467008	正常
20090724	7502	多头	20090727	7648	1	0	730	730	2147467776	正常
20090727	7648	空头	20090728	7826	1	0	-890	-890	2147466880	正常
20090728	7826	多头	20090729	7920	1	0	470	470	2147467392	正常
20090729	7920	空头	20090730	7886	1	0	170	170	2147467520	正常
20090730	7886	多头	20090731	7980	1	0	470	470	2147468032	正常
20090731	7980	空头	20090803	8232	1	0	-1260	-1260	2147466752	正常
20090803	8232	多头	20090804	8408	1	0	880	880	2147467648	正常
20090804	8408	空头	20090805	8460	1	0	-260	-260	2147467392	正常
20090805	8460	多头	20090806	8416	1	0	-220	-220	2147467136	正常
20090806	8416	空头	20090807	8316	1	0	500	500	2147467648	正常
20090807	8316	多头	20090810	8018	1	0	-1490	-1490	2147466112	正常
20090810	8018	空头	20090811	8248	1	0	-1150	-1150	2147464960	正常
20090811	8248	多头	20090812	8416	1	0	840	840	2147465856	正常
20090812	8416	空头	20090813	8342	1	0	370	370	2147466240	正常
20090813	8342	多头	20090814	8242	1	0	-500	-500	2147465728	正常
20090814	8242	空头	20090817	8176	1	0	330	330	2147466112	正常
20090817	8176	多头	20090818	8134	1	0	-210	-210	2147465856	正常
20090818	8134	空头	20090819	8056	1	0	390	390	2147466240	正常
20090819	8056	多头	20090820	7960	1	0	-480	-480	2147465728	正常
20090820	7960	空头	20090821	7910	1	0	250	250	2147465984	正常
20090821	7910	多头	20090824	8034	1	0	620	620	2147466624	正常
20090824	8034	空头	20090825	7750	1	0	1420	1420	2147468032	正常
20090825	7750	多头	20090826	7728	1	0	-110	-110	2147467904	正常
20090826	7728	空头	20090827	7686	1	0	210	210	2147468160	正常
20090827	7686	多头	20090828	7718	1	0	160	160	2147468288	正常
20090828	7718	空头	20090831	7620	1	0	490	490	2147468800	正常
20090831	7620	多头	20090901	7582	1	0	-190	-190	2147468672	正常
20090901	7582	空头	20090902	7250	1	0	1660	1660	2147470336	正常
20090902	7250	多头	20090903	7176	1	0	-370	-370	2147469952	正常
20090903	7176	空头	20090904	7200	1	0	-120	-120	2147469824	正常
20090904	7200	多头	20090907	7330	1	0	650	650	2147470464	正常
20090907	7330	空头	20090908	7120	1	0	1050	1050	2147471488	正常
20090908	7120	多头	20090909	7200	1	0	400	400	2147471872	正常
20090909	7200	空头	20090910	7150	1	0	250	250	2147472128	正常
20090910	7150	多头	20090914	7130	1	0	-100	-100	2147472000	正常
20090914	7130	空头	20090915	7300	1	0	-850	-850	2147471104	正常
20090915	7300	多头	20090916	7462	1	0	810	810	2147471872	正常
20090916	7462	空头	20090918	7466	1	0	-20	-20	2147471872	正常
20090918	7466	多头	20090921	7360	1	0	-530	-530	2147471360	正常
20090921	7360	空头	20090922	7348	1	0	60	60	2147471360	正常
20090922	7348	多头	20090923	7302	1	0	-230	-230	2147471104	正常
20090923	7302	空头	20090925	7228	1	0	370	370	2147471488	正常
20090925	7228	多头	20090928	7100	1	0	-640	-640	2147470848	正常
20090928	7100	空头	20090930	7038	1	0	310	310	2147471104	正常
20090930	7038	多头	20091009	7210	1	0	860	860	2147472000	正常
20091009	7210	空头	20091012	7354	1	0	-720	-720	2147471232	正常
20091012	7354	多头	20091013	7420	1	0	330	330	2147471616	正常
20091013	7420	空头	20091014	7476	1	0	-280	-280	2147471360	正常
20091014	7476	多头	20091015	7560	1	0	420	420	2147471744	正常
20091015	7560	空头	20091016	7600	1	0	-200	-200	2147471488	正常
20091016	7600	多头	20091019	7758	1	0	790	790	2147472256	正常
20091019	7758	空头	20091020	7788	1	0	-150	-150	2147472128	正常
20091020	7788	多头	20091021	7600	1	0	-940	-940	2147471232	正常
20091021	7600	空头	20091022	7648	1	0	-240	-240	2147470976	正常
20091022	7648	多头	20091023	7596	1	0	-260	-260	2147470720	正常
20091023	7596	空头	20091026	7778	1	0	-910	-910	2147469824	正常
20091026	7778	多头	20091027	7800	1	0	110	110	2147469952	正常
20091027	7800	空头	20091028	7848	1	0	-240	-240	2147469696	正常
20091028	7848	多头	20091029	7796	1	0	-260	-260	2147469440	正常
20091029	7796	空头	20091030	7778	1	0	90	90	2147469568	正常
20091030	7778	多头	20091103	7700	1	0	-390	-390	2147469184	正常
20091103	7700	空头	20091104	7800	1	0	-500	-500	2147468672	正常
20091104	7800	多头	20091105	7872	1	0	360	360	2147469056	正常
20091105	7872	空头	20091106	7864	1	0	40	40	2147469056	正常
20091106	7864	多头	20091109	7850	1	0	-70	-70	2147468928	正常
20091109	7850	空头	20091110	7900	1	0	-250	-250	2147468672	正常
20091110	7900	多头	20091111	7996	1	0	480	480	2147469184	正常
20091111	7996	空头	20091112	8088	1	0	-460	-460	2147468672	正常
20091112	8088	多头	20091113	8036	1	0	-260	-260	2147468416	正常
20091113	8036	空头	20091116	8050	1	0	-70	-70	2147468288	正常
20091116	8050	多头	20091117	8088	1	0	190	190	2147468416	正常
20091117	8088	空头	20091118	8142	1	0	-270	-270	2147468160	正常
20091118	8142	多头	20091119	8140	1	0	-10	-10	2147468160	正常
20091119	8140	空头	20091120	8168	1	0	-140	-140	2147468032	正常
20091120	8168	多头	20091123	8400	1	0	1160	1160	2147469184	正常
20091123	8400	空头	20091124	8436	1	0	-180	-180	2147469056	正常
20091124	8436	多头	20091125	8368	1	0	-340	-340	2147468672	正常
20091125	8368	空头	20091126	8410	1	0	-210	-210	2147468416	正常
20091126	8410	多头	20091127	8182	1	0	-1140	-1140	2147467264	正常
20091127	8182	空头	20091130	8304	1	0	-610	-610	2147466624	正常
20091130	8304	多头	20091201	8130	1	0	-870	-870	2147465728	正常
20091201	8130	空头	20091202	8300	1	0	-850	-850	2147464832	正常
20091202	8300	多头	20091203	8390	1	0	450	450	2147465344	正常
20091203	8390	空头	20091204	8348	1	0	210	210	2147465600	正常
20091204	8348	多头	20091207	8430	1	0	410	410	2147465984	正常
20091207	8430	空头	20091208	8330	1	0	500	500	2147466496	正常
20091208	8330	多头	20091209	8296	1	0	-170	-170	2147466368	正常
20091209	8296	空头	20091210	8186	1	0	550	550	2147466880	正常
20091210	8186	多头	20091211	8252	1	0	330	330	2147467264	正常
20091211	8252	空头	20091214	8260	1	0	-40	-40	2147467264	正常
20091214	8260	多头	20091215	8278	1	0	90	90	2147467392	正常
20091215	8278	空头	20091216	8334	1	0	-280	-280	2147467136	正常
20091216	8334	多头	20091217	8398	1	0	320	320	2147467520	正常
20091217	8398	空头	20091218	8256	1	0	710	710	2147468288	正常
20091218	8256	多头	20091221	8348	1	0	460	460	2147468800	正常
20091221	8348	空头	20091222	8248	1	0	500	500	2147469312	正常
20091222	8248	多头	20091223	8160	1	0	-440	-440	2147468928	正常
20091223	8160	空头	20091224	8196	1	0	-180	-180	2147468800	正常
20091224	8196	多头	20091225	8280	1	0	420	420	2147469184	正常
20091225	8280	空头	20091228	8316	1	0	-180	-180	2147469056	正常
20091228	8316	多头	20091229	8426	1	0	550	550	2147469568	正常
20091229	8426	空头	20091230	8438	1	0	-60	-60	2147469568	正常
20091230	8438	多头	20091231	8454	1	0	80	80	2147469696	正常
20091231	8454	空头	20100104	8604	1	0	-750	-750	2147468928	正常
20100104	8604	多头	20100105	8624	1	0	100	100	2147469056	正常
20100105	8624	空头	20100106	8598	1	0	130	130	2147469184	正常
20100106	8598	多头	20100107	8630	1	0	160	160	2147469312	正常
20100107	8630	空头	20100108	8450	1	0	900	900	2147470208	正常
20100108	8450	多头	20100111	8540	1	0	450	450	2147470720	正常
20100111	8540	空头	20100112	8612	1	0	-360	-360	2147470336	正常
20100112	8612	多头	20100113	8500	1	0	-560	-560	2147469824	正常
20100113	8500	空头	20100114	8598	1	0	-490	-490	2147469312	正常
20100114	8598	多头	20100115	8584	1	0	-70	-70	2147469184	正常
20100115	8584	空头	20100118	8646	1	0	-310	-310	2147468928	正常
20100118	8646	多头	20100119	8744	1	0	490	490	2147469440	正常
20100119	8744	空头	20100120	8796	1	0	-260	-260	2147469184	正常
20100120	8796	多头	20100121	8726	1	0	-350	-350	2147468800	正常
20100121	8726	空头	20100122	8696	1	0	150	150	2147468928	正常
20100122	8696	多头	20100125	8566	1	0	-650	-650	2147468288	正常
20100125	8566	空头	20100126	8590	1	0	-120	-120	2147468160	正常
20100126	8590	多头	20100127	8478	1	0	-560	-560	2147467648	正常
20100127	8478	空头	20100128	8314	1	0	820	820	2147468416	正常
20100128	8314	多头	20100129	8306	1	0	-40	-40	2147468416	正常
20100129	8306	空头	20100201	8284	1	0	110	110	2147468544	正常
20100201	8284	多头	20100202	8280	1	0	-20	-20	2147468544	正常
20100202	8280	空头	20100203	8380	1	0	-500	-500	2147468032	正常
20100203	8380	多头	20100204	8398	1	0	90	90	2147468160	正常
20100204	8398	空头	20100205	8248	1	0	750	750	2147468928	正常
20100205	8248	多头	20100208	8260	1	0	60	60	2147468928	正常
20100208	8260	空头	20100209	8354	1	0	-470	-470	2147468416	正常
20100209	8354	多头	20100210	8426	1	0	360	360	2147468800	正常
20100210	8426	空头	20100211	8550	1	0	-620	-620	2147468160	正常
20100211	8550	多头	20100212	8618	1	0	340	340	2147468544	正常
20100212	8618	空头	20100222	8802	1	0	-920	-920	2147467648	正常
20100222	8802	多头	20100223	8728	1	0	-370	-370	2147467264	正常
20100223	8728	空头	20100224	8730	1	0	-10	-10	2147467264	正常
